"NEW_BP"|"DEPARTAMENTO"|"MUNICIPIO"|"CIUDAD"|"BARRIO_CASERIO"
"1572559951"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BRISAS DEL POLVORIN"
"1571967358"|"CHOLUTECA"|"CHOLUTECA"|"HATO NUEVO"|"RESIDENCIAL VILLA BERTILIA"
"1571967300"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA BERNARDO DAZZI"
"1571973370"|"EL PARAISO"|"DANLI"|"DANLI"|"COLONIA APAGUIZ"
"1572278284"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA EL CONFITE"
"1572278263"|"COMAYAGUA"|"SIGUATEPEQUE"|"SIGUATEPEQUE"|"BARRIO EL CARMEN"
"1571970061"|"EL PARAISO"|"DANLI"|"DANLI"|"BARRIO EL CARMELO"
"1572278301"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"MONTES DE SINAI"
"1572278304"|"COLON"|"TRUJILLO"|"TRUJILLO"|"BARRIO JERICO"
"1571970182"|"EL PARAISO"|"TROJES"|"TROJES"|"BARRIOALFONSO VIII"
"1572278259"|"ISLAS DE LA BAHIA"|"ROATAN"|"ROATAN"|"COL POLICARPO"
"1571970424"|"EL PARAISO"|"EL PARAISO"|"SAN ANTONIO DE CONCHAGUA"|"CONCHAGUA ABAJO NO.1"
"1572278348"|"COMAYAGUA"|"SIGUATEPEQUE"|"SIGUATEPEQUE"|"BARRIO BUENA ESPERANZA"
"1571970427"|"EL PARAISO"|"DANLI"|"DANLI"|"COLONIA LA ESPERANZA"
"1571970441"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO LA RONDA"
"1572278221"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA SUTRAFCO"
"1578434872"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO LA GRANJA"
"1572278210"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA LA PRADERA NO. 2"
"1572278428"|"COMAYAGUA"|"SIGUATEPEQUE"|"SIGUATEPEQUE"|"BARRIO SAN MIGUEL"
"1572562030"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA JUAN RAMON MOLINA"
"1579101068"|"ISLAS DE LA BAHIA"|"ROATAN"|"FRENCH HARBOR"|"FRENCH HARBOR"
"1571968750"|"EL PARAISO"|"DANLI"|"DANLI"|"RESIDENCIAL EL MIRADOR DE DANLI"
"1572278444"|"COMAYAGUA"|"SIGUATEPEQUE"|"SIGUATEPEQUE"|"BARRIO PLAN DEL ZAPOTE"
"1572903001"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA HATO DE EN MEDIO"
"1572278102"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LA PRIMAVERA"
"1572278460"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"BARRIO SUYAPA"
"1572275298"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"BARRIO SAN JUAN BOSCO"
"1571974861"|"EL PARAISO"|"EL PARAISO"|"EL PARAISO"|"BO SAN JOSE"
"1571974863"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LAS PALMAS"
"1572900997"|"CHOLUTECA"|"CONCEPCION DE MARIA"|"LAS PINTADAS"|"LAS PINTADAS"
"1571974964"|"OLANCHO"|"JUTICALPA"|"JUTICALPA"|" ALDEA  LA  CONCEPCION  INSTITUTO"
"1580837442"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO LA CONCORDIA"
"1572962605"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LOMAS DE MIRAFLORES SUR"
"1572278757"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA MONTE ALEGRE"
"1572278785"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"QUINTA LOS LAURELES SEPTOR POTO SI"
"1571975264"|"EL PARAISO"|"TEUPASENTI"|"EL PARAISO"|"BO. EL CENTRO"
"1580837533"|"CORTES"|"SANTA CRUZ DE YOJOA"|"LOS NARANJOS"|"LOS NARANJOS"
"1572900697"|"EL PARAISO"|"DANLI"|"DANLI"|"BARRIO BUENOS AIRES"
"1578445374"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO MEDINA"
"1572274409"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LA JOYA"
"1581330845"|"YORO"|"EL PROGRESO"|"EL PROGRESO"|"COLONIA POLICARPO PAZ GARCIA"
"1581355215"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO LAS PALMAS"
"1572642110"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL SANTA CRUZ"
"1579105176"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA ALTOS DEL PARAISO"
"1579089817"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA MIRAFLORES"
"1572274198"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL SANTA CRUZ"
"1578447481"|"OLANCHO"|"JUTICALPA"|"JUTICALPA"|"COLONIA EL PORVENIR SUR"
"1572273959"|"LA PAZ"|"MARCALA"|"MARCALA"|"BARRIO LA TEJERA"
"1581350963"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA ZONA MIRAFLORES SUR"
"1572903337"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"BARRIO BRISAS DEL RIO"
"1572559780"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO BARANDILLAS"
"1572278639"|"CORTES"|"CHOLOMA"|"CHOLOMA"|"COLONIA LA QUINTA SAN MIGUEL"
"1571966813"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA NUEVA SUYAPA"
"1571973705"|"EL PARAISO"|"EL PARAISO"|"LOS TERRONES"|"VILLA PARAISO"
"1572903610"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA NUEVA ESPERANZA"
"1571973890"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA QUEZADA"
"1572736259"|"YORO"|"EL PROGRESO"|"EL PROGRESO"|"BARRIO LAS DELICIAS"
"1579102737"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA UNIVERSIDAD NORTE"
"1572278691"|"CORTES"|"PUERTO CORTES"|"PUERTO CORTES"|"BARRIO RIO MAR"
"1572278699"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO GUAMILITO"
"1571966043"|"ISLAS DE LA BAHIA"|"JOSE SANTOS GUARDIOLA"|"PUNTA GORDA"|"PUNTA GORDA"
"1571965846"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO BUENOS AIRES"
"1572276056"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"BARRIO ISTOCA"
"1579091145"|"ISLAS DE LA BAHIA"|"ROATAN"|"FRENCH HARBOR"|"MONTE PLACENTEROS O LOS FUERTES"
"1581333649"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL SAN JOSE"
"1579091143"|"ISLAS DE LA BAHIA"|"ROATAN"|"FRENCH HARBOR"|"COLONIA MONTE CARMELO"
"1572275760"|"OLANCHO"|"CATACAMAS"|"CATACAMAS"|"BARRIOLAS LOMAS FALTAN MANZANAS"
"1572563052"|"EL PARAISO"|"TROJES"|"TROJES"|"BARRIOCOLINAS DEL POTECA"
"1572278738"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA VILLA ESMERALDA"
"1578442401"|"SANTA BARBARA"|"SANTA BARBARA"|"SANTA BARBARA"|"BARRIO ABAJO"
"1572275440"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA HATO DE EN MEDIO SECTOR 6A"
"1572280001"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA JARDINES DE MIRAFLORES"
"1581293744"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO BARANDILLAS"
"1571954995"|"VALLE"|"NACAOME"|"NACAOME"|"BARRIO MORAZAN"
"1581293607"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA NUEVA CAPITAL"
"1581371714"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA SAN FRANCISCO"
"1579047761"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"BARRIO EL DANTO"
"1581293119"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA EL SITIO"
"1571993950"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA GRACIAS A DIOS"
"1572556909"|"CORTES"|"CHOLOMA"|"EL BARREAL NO.1"|"COLONIA BELLO HORIZONTE"
"1571954824"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA KENNEDY"
"1579046686"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA VILLEDA MORALES"
"1572907809"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA VALLE DE SULA"
"1572737653"|"ATLANTIDA"|"LA MASICA"|"MONTE NEGRO"|"PENAS DEL EDEN"
"1571994344"|"CORTES"|"CHOLOMA"|"CHOLOMA"|"COLONIA LA MORA"
"1581291175"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LOMAS DEL COUNTRY"
"1571994368"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA SAN JOSE DE LA VEGA"
"1571994382"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"AMARATECA"|"AMARATECA O LA JAGUA"
"1571994424"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA EL HOGAR"
"1572897930"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"BARRIO EL CENTRO"
"1581290694"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LA SOSA"
"1572259969"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"RESIDENCIAL GUADALUPE"
"1572259906"|"CORTES"|"SAN PEDRO SULA"|"ZAPOTAL DEL NORTE"|"ZAPOTAL DEL NORTE"
"1578430056"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LA PENA"
"1571991416"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL SAN JOSE"
"1579124590"|"CORTES"|"CHOLOMA"|"CHOLOMA"|"RESIDENCIAL LAS COLINAS"
"1572907214"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA VILLA OLIMPICA"
"1572898434"|"COLON"|"TOCOA"|"TOCOA"|"COLONIA MIRAFLORES"
"1572279912"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA NUEVA SUYAPA"
"1571956095"|"CHOLUTECA"|"MARCOVIA"|"MONJARAS"|"BO.INDEPENDIENTE"
"1581200403"|"ISLAS DE LA BAHIA"|"ROATAN"|"FRENCH HARBOR"|"MONTE PLACENTEROS O LOS FUERTES"
"1579163657"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA RESIDENCIAL LEMPIRA"
"1581199881"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA CANADA"
"1581199311"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA SANTA MONICA"
"1571922574"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA MONTEFRESCO"
"1571922494"|"CORTES"|"LA LIMA"|"LA LIMA"|"RESIDENCIAL ORO VERDE"
"1571922478"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA EL HIPODROMO"
"1572966368"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"VILLA DE GUALIQUEME"
"1581430648"|"COMAYAGUA"|"COMAYAGUA"|"PALO PINTADO"|"SAN ANTONIO DEL PAJONAL"
"1572032775"|"INTIBUCA"|"LA ESPERANZA"|"LA ESPERANZA"|"BARRIO BUENOS AIRES"
"1578389810"|"COLON"|"TRUJILLO"|"TRUJILLO"|"BARRIO CRISTALES"
"1580923742"|"YORO"|"OLANCHITO"|"OLANCHITO"|"COLONIA DIONISIO R. NARVAES"
"1572032825"|"INTIBUCA"|"INTIBUCA"|"INTIBUCA"|"BARRIO EL GUAY"
"1572032858"|"OLANCHO"|"CATACAMAS"|"CATACAMAS"|"RESIDENCIAL EL LLANO II ETAPA"
"1572032860"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA CENTROAMERICA"
"1572033039"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LAS PALMAS"
"1572033330"|"FRANCISCO MORAZAN"|"GUAIMACA"|"GUAIMACA"|"BARRIO ARRIBA"
"1571922116"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA JARDINES DEL VALLE"
"1572695492"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA ALTOS DE TILOARQUE"
"1580789348"|"CHOLUTECA"|"CHOLUTECA"|"CHOLIUTECA"|"BARRIO VALLE"
"1572029913"|"GRACIAS A DIOS"|"PUERTO LEMPIRA"|"PUERTO LEMPIRA"|"BARRIO BELLA VISTA"
"1572214572"|"COPAN"|"SANTA ROSA DE COPAN"|"SANTA ROSA DE COPAN"|"COLONIA PRADO ALTO"
"1580789278"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"LOMAS DEL RIO"
"1572214330"|"CORTES"|"PUERTO CORTES"|"CHAMELECONCITO"|"BRISAS DE CHAMELECONCITO"
"1572965993"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LOMAS DE CIUDAD LEMPIRA"
"1582744631"|"CORTES"|"LA LIMA"|"LA LIMA"|"COLONIA NUEVA JERUSALEN I ETAPA"
"1571923865"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"RESIDENCIAL GUADALUPE"
"1572030110"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA 14 DE MARZO"
"1572552889"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO TERENCIO SIERRA"
"1572293197"|"CHOLUTECA"|"CHOLUTECA"|"TAPAIRE"|"COLONIA MONTELIMAR"
"1572525583"|"COMAYAGUA"|"VILLA DE SAN ANTONIO"|"VILLA DE SAN ANTONIO"|"BARRIO EL CARMEN"
"1572293253"|"FRANCISCO MORAZAN"|"SAN JUAN DE FLORES"|"SAN JUAN DE FLORES"|"BARRIO EL CENTRO"
"1572552863"|"CORTES"|"SAN PEDRO SULA"|"SABANA DE JUCUTUMA"|"RESIDENCIAL BOSQUES DE JUCUTUMA"
"1572966161"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA RESIDENCIAL PLAZA"
"1571923565"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"RESIDENCIAL VILLAS MADRIGAL"
"1571923531"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA MONTE BELLO"
"1581428093"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO MORAZAN"
"1572031587"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LA JOYA"
"1572889067"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"BARRIO EL TAMARINDO"
"1572916942"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"NUEVA ALDEA"|"LA TRAVESIA"
"1578927254"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL LAS CASCADAS II ETAPA"
"1579717101"|"OLANCHO"|"JUTICALPA"|"JUTICALPA"|"BARRIO MIGUEL BARAHONA"
"1577790744"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA KENNEDY ZONA 2"
"1579718497"|"COMAYAGUA"|"COMAYAGUA"|"LAS LICONAS"|"LAS LICONAS"
"1579719184"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA EL SITIO"
"1580336917"|"SANTA BARBARA"|"TRINIDAD"|"TRINIDAD"|"BARRIO EL CENTRO"
"1579721787"|"CORTES"|"SAN PEDRO SULA"|"BUENOS AIRES DE BANADEROS"|"BUENOS AIRES DE BANADEROS"
"1579722968"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO CHAMELECON"
"1572666818"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA VILLA LOS LAURELES  FLOR DEL"
"1579723881"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA MONTEREY"
"1572603574"|"EL PARAISO"|"DANLI"|"DANLI"|"COLONIA SAN ANGEL"
"1571675732"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA VENECIA"
"1572433939"|"COMAYAGUA"|"SIGUATEPEQUE"|"SIGUATEPEQUE"|"BARRIO FATIMA"
"1577787379"|"CORTES"|"CHOLOMA"|"CHOLOMA"|"COLONIA LOPEZ ARELLANO"
"1579726241"|"OLANCHO"|"CATACAMAS"|"CATACAMAS"|"BARRIO EL HATILLO"
"1579726686"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"BARRIO TORONDON"
"1579726920"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA KENNEDY"
"1572603675"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA SATELITE"
"1571674981"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LINTON"
"1571674976"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL LAS UVAS II ETAPA"
"1579727247"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA FELIPE ZELAYA"
"1571674885"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA MONTEFRESCO"
"1580333609"|"COPAN"|"SANTA ROSA DE COPAN"|"SANTA ROSA DE COPAN"|"COLONIA BELLA VISTA"
"1577784111"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO CONCEPCION"
"1571674829"|"COLON"|"SONAGUERA"|"ISLETA CENTRAL"|"ISLETA CENTRAL"
"1571674821"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL SANTA CRUZ"
"1577783361"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA SATELITE"
"1579729887"|"COPAN"|"SANTA ROSA DE COPAN"|"SANTA ROSA DE COPAN"|"BARRIO EL PROGRESO"
"1571674665"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"VILLAS DE SAN IGNACIO"
"1572667558"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA AURORA NO.1"
"1577799992"|"VALLE"|"SAN LORENZO"|"SAN LORENZO"|"COLONIA SAN FRANCISCO"
"1577799922"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA RIO GRANDE SUR"
"1579285356"|"CORTES"|"LA LIMA"|"LA LIMA"|"COLONIA NUEVO SAN JUAN III ETAPA"
"1577799409"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA TILOARQUE NORTE"
"1577799302"|"YORO"|"EL PROGRESO"|"EL PROGRESO"|"COLONIA 2 DE MARZO"
"1571679873"|"FRANCISCO MORAZAN"|"SANTA LUCIA"|"SANTA LUCIA"|"SANTA LUCIA"
"1571679854"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL  PLAZA"
"1571679683"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA TOROCAGUA"
"1571679554"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO EL REPARTO"
"1579710629"|"CORTES"|"CHOLOMA"|"CHOLOMA"|"RESIDENCIAL LOS PRADOS"
"1571679397"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO LOS GIRASOLES"
"1571679331"|"COPAN"|"SANTA ROSA DE COPAN"|"SANTA ROSA DE COPAN"|"VILLA BELEN"
"1571679266"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA 21 DE OCTUBRE"
"1582035691"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LARA"
"1580341443"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA 13 DE JULIO"
"1577796682"|"CORTES"|"CHOLOMA"|"EL BARREAL NO.1"|"COLONIA BELLO HORIZONTE"
"1579710967"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA MIRAFLORES"
"1582037567"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA ANEXO A EL SAUCE O CIUDAD NUEVA"
"1582037756"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"CELIO GONZALES O FESITRANH 2DA"
"1571678402"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA UNIVERSIDAD NORTE"
"1579285824"|"OLANCHO"|"JUTICALPA"|"JUTICALPA"|"COLONIA EL RECREO"
"1571678347"|"CHOLUTECA"|"SAN MARCOS DE COLON"|"SAN MARCOS DE COLON"|"BARRIO EL CAFETAL"
"1571678056"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL ALTOS DE VENECIA"
"1579713042"|"YORO"|"EL PROGRESO"|"EL PROGRESO"|"COLONIA BERLIN"
"1577795934"|"COPAN"|"SANTA ROSA DE COPAN"|"SANTA ROSA DE COPAN"|"COLONIA SECTOR MANO"
"1571677981"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA HATO DE ENMEDIO SECTOR 1"
"1571677869"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA MIRAFLORES"
"1571677648"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA SANTA FE"
"1571677134"|"FRANCISCO MORAZAN"|"LEPATERIQUE"|"LEPATERIQUE"|"COLONIA 3 CAMINOS"
"1577791812"|"CORTES"|"CHOLOMA"|"CHOLOMA"|"COLONIA RIO BLANQUITO"
"1577776436"|"CORTES"|"CHOLOMA"|"CHOLOMA"|"RESIDENCIAL EL MANANTIAL"
"1577774907"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA BRISAS DEL VALLE"
"1571671420"|"EL PARAISO"|"EL PARAISO"|"EL PARAISO"|"COLONIA MONTECITOS"
"1577774762"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA CERRO GRANDE"
"1580325318"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA ARTURO QUESADA"
"1579289627"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO BARANDILLAS"
"1579746619"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA KENNEDY"
"1579746830"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA HATO DE EN MEDIO"
"1572816462"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"COLONIA BOQUIN"
"1573029169"|"ISLAS DE LA BAHIA"|"ROATAN"|"FRENCH HARBOR"|"FRENCH HARBOR"
"1571670696"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA EL HOGAR"
"1579750826"|"ATLANTIDA"|"LA MASICA"|"SAN JUAN PUEBLO"|"BARRIO SUYAPA"
"1580324129"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO EL BOSQUE"
"1572468582"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL LOS HIDALGOS CICUITO"
"1571670238"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA MIRAMONTES"
"1579752235"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BORDO ALAMEDA"
"1571670044"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA PERFECTO VASQUEZ"
"1572816165"|"ATLANTIDA"|"TELA"|"TELA"|"COLONIA GRANT"
"1579752595"|"CORTES"|"VILLANUEVA"|"VILLANUEVA"|"COLONIA TRES REYES"
"1580322882"|"EL PARAISO"|"EL PARAISO"|"EL PARAISO"|"BARRIO LAS FLORES"
"1579289789"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO BARANDILLAS"
"1572604965"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA VILLA NUEVA NORTE"
